监测时间,水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
2022/1/25 16:00,7.97,7.53,10.83,2.235,0.1198,0.0582,2.767,387.6,35.1
2022/1/25 16:00,13.29,8.332,12.157,0.8551,0.025,0.011,1.0888,135.352,4.469
2022/1/25 16:00,10.34,7.51,11.57,3.2,0.0613,0.0457,2.143,442.7,22.2
2022/1/25 16:00,13.58,7.04,8.54,0.545,0.025,0.016,1.2,151.84,11.46
2022/1/25 16:00,11.76,7.31,10.103,0.922,0.05,0.0316,1.832,262.4,12.5
2022/1/25 16:00,10.73,7.514,9.429,1.79,0.1366,0.0568,1.9014,221.227,11.88
2022/1/25 20:00,13.68,7.07,8.397,0.71,0.0419,0.005,0.4944,120.766,1.596
2022/1/25 20:00,10.32,8.1,9.12,1.3,0.49,0.1,3.44,433.65,65.9
2022/1/25 20:00,14.11,8.429,8.506,0.6806,0.025,0.0262,0.7343,116.898,2.695
2022/1/25 20:00,9.85,8.14,8.926,4.141,0.22,0.0365,2.223,344.2,4.4
2022/1/25 20:00,13.61,7.75,8.901,0.87,0.025,0.005,1.089,138.514,4.293
2022/1/25 20:00,10.02,7.57,12.452,1.521,0.1044,0.0311,0.84,232.9,28.9
2022/1/25 20:00,12.25,7.75,8.775,1.474,0.0767,0.0417,1.364,285.6,12.8
2022/1/25 20:00,7.96,7.51,10.753,3.179,0.1191,0.0474,2.001,385,30
2022/1/25 20:00,13.38,8.295,12.116,0.821,0.025,0.0094,1.0924,127.386,4.062
2022/1/25 20:00,10.27,7.51,11.588,3.4,0.0431,0.0447,2.248,473.7,23.4
2022/1/25 20:00,13.46,7.02,8.49,0.409,0.025,0.011,1.026,152.02,11.55
2022/1/25 20:00,11.65,7.31,10.182,0.979,0.05,0.0177,1.442,255.8,11.8
2022/1/25 20:00,10.74,7.503,9.332,1.72,0.1673,0.0555,1.8113,218.918,12.373
2022/1/26 0:00,13.67,7.073,8.502,0.71,0.0443,0.0064,0.5112,120.747,1.565
2022/1/26 0:00,10.11,8.08,8.8,1.62,0.46,0.1,3.84,430.24,63.75
2022/1/26 0:00,14.15,8.426,8.491,0.6838,0.025,0.005,0.9362,116.762,2.665
2022/1/26 0:00,9.8,8.11,8.711,3.999,0.29,0.0507,2.164,348.1,4.6
2022/1/26 0:00,13.59,7.77,8.882,0.86,0.025,0.005,0.9088,138.894,4.293
2022/1/26 0:00,10.02,7.5,12.407,1.553,0.116,0.0344,1.072,233.8,27.1
2022/1/26 0:00,12.67,7.73,10.121,1.328,0.0654,0.0469,1.304,282.4,22.1
2022/1/26 0:00,7.87,7.49,10.697,2.052,0.1507,0.0481,1.71,385.3,26.7
2022/1/26 0:00,13.36,8.284,12.049,0.7263,0.025,0.0094,1.0887,125.772,4.342
2022/1/26 0:00,10.36,7.5,11.668,2.7,0.0424,0.0444,2.433,372.9,22
2022/1/26 0:00,13.41,7,8.43,0.423,0.025,0.011,1.096,152.3,11.98
2022/1/26 0:00,11.84,7.29,10.075,0.956,0.05,0.0237,1.77,257.5,11.9
2022/1/26 0:00,10.89,7.36,9.003,1.72,0.1531,0.0588,1.772,245.927,13.507
2022/1/26 4:00,13.62,7.076,8.344,0.71,0.0386,0.005,0.5506,120.575,1.578
2022/1/26 4:00,10.47,8.08,8.18,1.25,0.43,0.09,3.9,430.44,52.26
2022/1/26 4:00,14.13,8.419,8.456,0.7917,0.025,0.005,0.7134,116.764,2.638
2022/1/26 4:00,9.82,8.08,8.564,4.09,0.29,0.0581,2.161,350.2,5
2022/1/26 4:00,13.56,7.794,8.855,0.99,0.025,0.006,0.8415,139.414,4.333
2022/1/26 4:00,10.02,7.32,12.077,1.737,0.1534,0.0428,0.97,235.6,28.3
2022/1/26 4:00,12.04,7.76,9.577,1.304,0.0611,0.0331,1.414,282.2,12.2
2022/1/26 4:00,7.87,7.52,11.024,2.755,0.1139,0.0492,1.53,384.9,24.6
2022/1/26 4:00,13.26,8.285,12.113,0.8998,0.025,0.009,1.0801,125.471,4.023
2022/1/26 4:00,10.07,7.51,11.6,3.1,0.0296,0.0451,2.499,473.1,22.5
2022/1/26 4:00,13.33,7.01,8.43,0.286,0.025,0.01,1.033,152.42,11.53
2022/1/26 4:00,11.72,7.3,10.079,0.888,0.05,0.0244,1.808,260,12.3
2022/1/26 4:00,10.76,7.341,8.994,1.84,0.1511,0.0591,1.7999,245.278,9.971
2022/1/26 8:00,13.6,7.073,8.356,0.69,0.0277,0.0064,0.6742,120.758,1.576
2022/1/26 8:00,9.96,8.06,8.57,1.33,0.38,0.09,5.73,434.01,52.33
2022/1/26 8:00,14.11,8.418,8.458,0.7067,0.025,0.005,0.6249,116.759,2.658
2022/1/26 8:00,9.82,8.07,8.475,4.009,0.28,0.0563,2.185,351.3,4.8
2022/1/26 8:00,13.55,7.773,8.839,0.72,0.025,0.0066,0.7987,139.732,4.297
2022/1/26 8:00,9.91,7.3,12.164,1.801,0.1704,0.0484,1.433,235.9,37.4
2022/1/26 8:00,11.91,7.79,9.507,1.206,0.0718,0.0381,1.748,285.9,15.2
2022/1/26 8:00,8.07,7.55,10.989,2.803,0.0903,0.0521,2.186,379.2,28
2022/1/26 8:00,13.22,8.298,12.171,0.5851,0.025,0.0096,1.0727,125.189,3.887
2022/1/26 8:00,10.07,7.53,11.647,2.9,0.0317,0.044,2.858,472.1,21.9
2022/1/26 8:00,13.31,7,8.59,0.327,0.025,0.01,1.144,152.9,11.56
2022/1/26 8:00,11.88,7.29,10.023,0.865,0.06,0.0314,1.802,255.2,11.8
2022/1/26 8:00,10.56,7.375,10.169,1.81,0.1089,0.0557,1.7775,213.423,9.285
2022/1/26 12:00,13.62,7.076,8.405,0.93,0.0366,0.005,0.6292,120.784,1.498
2022/1/26 12:00,9.96,8.1,8.59,1.33,0.38,0.09,5.73,436.48,59.87
2022/1/26 12:00,14.11,8.421,8.468,0.6104,0.025,0.005,0.731,116.9,2.676
2022/1/26 12:00,9.83,8.09,8.634,3.948,0.33,0.0467,2.195,348.2,4.6
2022/1/26 12:00,13.52,7.779,8.962,0.66,0.025,0.005,0.7497,139.717,4.234
2022/1/26 12:00,10.07,7.29,12.057,1.755,0.152,0.0476,1.271,235.3,27.5
2022/1/26 12:00,11.84,7.81,9.632,1.433,0.0849,0.043,1.649,280.3,18.2
2022/1/26 12:00,7.76,7.59,10.961,3.112,0.1088,0.0527,1.666,372.3,38.8
2022/1/26 12:00,13.17,8.286,12.147,0.8956,0.025,0.0107,1.0809,126.871,4.376
2022/1/26 12:00,10.04,7.56,11.672,3.3,0.0385,0.0448,2.72,451.5,17.2
2022/1/26 12:00,13.22,6.58,8.6,0.934,0.025,0.005,,153.83,40
2022/1/26 12:00,11.78,7.31,10.05,0.689,0.05,0.0183,1.636,253.9,11.7
2022/1/26 12:00,10.54,7.461,9.273,1.81,0.135,0.0556,1.7318,208.851,9.647
2022/1/26 16:00,13.62,7.074,8.367,0.78,0.0364,0.005,0.573,120.798,1.568
2022/1/26 16:00,10.02,8.09,8.6,1.69,0.42,0.1,4.06,440.06,52.19
2022/1/26 16:00,14.13,8.422,8.451,0.616,0.025,0.005,0.7155,116.788,2.718
2022/1/26 16:00,9.74,8.05,8.299,4.105,0.34,0.0454,2.258,372.2,5.1
2022/1/26 16:00,13.48,7.773,8.869,1.13,0.1608,0.005,1.043,139.648,4.241
2022/1/26 16:00,10.15,7.53,12.097,1.742,0.1371,0.0501,1.045,233.2,40.9
2022/1/26 16:00,11.91,7.81,9.635,1.36,0.0819,0.0418,1.422,283,16.1
2022/1/26 16:00,7.66,7.56,10.94,3.333,0.1044,0.0543,1.674,380,38.5
2022/1/26 16:00,13.13,8.311,12.223,0.8176,0.025,0.0096,1.0819,126.113,4.132
2022/1/26 16:00,10.21,7.54,11.608,3.3,0.0377,0.0443,2.82,438.3,16.8
2022/1/26 16:00,13.24,7.01,8.41,1.153,0.025,0.01,1.05,152.55,11.67
2022/1/26 16:00,11.9,7.28,9.997,1.087,0.05,0.0272,1.827,252.5,11.6
2022/1/26 16:00,10.6,7.423,9.063,1.51,0.1473,0.0553,1.7151,211.894,12.822
2022/1/26 20:00,13.59,7.087,8.387,0.82,0.043,0.0055,0.5955,120.794,1.548
2022/1/26 20:00,10.13,8.05,8.66,1.82,0.44,0.1,2.37,433.26,52.12
2022/1/26 20:00,14.07,8.421,8.45,0.7018,0.025,0.005,0.8551,116.878,2.656
2022/1/26 20:00,9.77,8.02,8.198,4.521,0.42,0.056,2.549,372.7,6.6
2022/1/26 20:00,13.56,7.767,8.89,1.42,0.1538,0.005,0.8654,139.494,4.211
2022/1/26 20:00,10.15,7.64,11.865,1.715,0.1354,0.044,1.021,231.9,31.4
2022/1/26 20:00,11.97,7.8,9.542,1.441,0.0791,0.04,1.311,276.6,23.5
2022/1/26 20:00,7.72,7.51,10.743,3.064,0.1234,0.0513,1.57,379,28.2
2022/1/26 20:00,12.89,8.329,12.08,1.0883,0.025,0.0108,1.092,139.177,4.524
2022/1/26 20:00,10.26,7.53,11.555,3.4,0.0466,0.044,2.836,419.9,17.7
2022/1/26 20:00,13.22,7.03,8.3,1.126,0.025,0.018,1.047,152.61,11.57
2022/1/26 20:00,11.74,7.27,10.014,0.854,0.05,0.0158,0.151,258.6,11.6
2022/1/26 20:00,10.6,7.375,8.85,1.37,0.1436,0.0578,1.7812,223.394,15.163
2022/1/27 0:00,13.58,7.066,8.373,0.97,0.0445,0.005,0.6292,120.749,1.557
2022/1/27 0:00,10.01,8.03,8.27,1.01,0.49,0.1,2.98,429.3,37.47
2022/1/27 0:00,14.02,8.418,8.432,0.7529,0.025,0.005,0.72,116.781,2.716
2022/1/27 0:00,9.75,8.04,8.142,3.928,0.43,0.0561,2.685,390.5,6.7
2022/1/27 0:00,13.57,7.748,8.961,1.22,0.1502,0.005,0.8773,139.413,4.76
2022/1/27 0:00,10.16,7.48,12.358,1.598,0.1132,0.0379,1.029,237.8,29.3
2022/1/27 0:00,12.57,7.71,10.337,1.368,0.0706,0.0421,1.463,270.3,17.6
2022/1/27 0:00,7.76,7.49,10.693,3.015,0.1237,0.0499,1.514,374.9,25.8
2022/1/27 0:00,12.72,8.368,12.18,0.9221,0.025,0.0137,1.1293,149.288,4.49
2022/1/27 0:00,12.12,7.78,10.481,3.4,0.0381,0.0435,2.908,4,0.6
2022/1/27 0:00,11.66,7.27,10.013,0.939,0.06,0.0584,2.033,256.8,11.6
2022/1/27 0:00,10.63,7.34,8.387,1.52,0.1781,0.0589,1.8104,264.24,11.766
2022/1/27 4:00,13.59,7.073,8.349,0.75,0.0352,0.005,0.5281,120.738,1.555
2022/1/27 4:00,9.95,8.01,8.19,1.36,0.35,0.09,3.14,428.8,33.24
2022/1/27 4:00,14.07,8.408,8.384,0.7349,0.025,0.005,0.7312,116.746,2.64
2022/1/27 4:00,9.69,8.02,8.059,3.817,0.43,0.0672,2.715,385.8,6.7
2022/1/27 4:00,13.6,7.758,8.949,1.33,0.149,0.005,0.7884,139.254,4.745
2022/1/27 4:00,10.15,7.44,12.379,1.638,0.1228,0.0361,0.914,236.4,28.8
2022/1/27 4:00,12.06,7.76,9.522,1.223,0.0695,0.0351,1.549,277,19
2022/1/27 4:00,7.86,7.48,10.611,3.632,0.1371,0.0505,1.545,370.7,27.9
2022/1/27 4:00,12.66,8.374,11.797,0.9775,0.0321,0.0172,1.1598,150.631,4.671
2022/1/27 4:00,10.16,7.44,11.517,3.4,0.0377,0.0457,2.937,382.3,25.7
2022/1/27 4:00,13.21,7.03,8.37,0.645,0.025,0.01,1.096,152.15,11.51
2022/1/27 4:00,11.97,7.27,9.975,0.791,0.06,0.017,1.534,246.7,11.4
2022/1/27 4:00,10.55,7.359,8.705,1.58,0.1629,0.0582,1.8408,250.743,11.089
2022/1/27 8:00,13.57,7.069,8.399,0.86,0.0276,0.005,0.4326,120.754,1.554
2022/1/27 8:00,9.91,8,8.22,1.15,0.28,0.09,3.31,435.8,35.11
2022/1/27 8:00,14.06,8.412,8.397,0.6286,0.025,0.005,0.7543,116.835,2.694
2022/1/27 8:00,9.69,8.01,8.165,4.222,0.41,0.0687,2.998,394.5,8.2
2022/1/27 8:00,13.57,7.755,8.921,1.58,0.1509,0.0115,1.079,139.208,4.63
2022/1/27 8:00,10.04,7.55,12.157,1.782,0.1322,0.0366,1.537,235.5,30.3
2022/1/27 8:00,12.03,7.75,9.339,1.012,0.0755,0.0382,1.824,271.9,17.9
2022/1/27 8:00,7.76,7.46,10.575,3.343,0.1478,0.0562,2.303,373.8,27.9
2022/1/27 8:00,12.63,8.387,12.427,0.9844,0.025,0.0152,1.0957,146.183,4.21
2022/1/27 8:00,9.99,7.45,11.579,3,0.0409,0.0433,3.259,373.6,26.3
2022/1/27 8:00,13.21,7,8.33,0.632,0.025,0.008,1.144,153.49,11.49
2022/1/27 8:00,11.87,7.28,9.932,0.791,0.06,0.017,1.534,255.3,11.4
2022/1/27 8:00,10.54,7.298,8.521,1.63,0.1654,0.0595,1.8966,264.513,8.934
2022/1/27 12:00,13.58,7.083,8.435,0.74,0.0451,0.005,0.5506,120.785,1.615
2022/1/27 12:00,10.02,8,8.42,1.15,0.25,0.08,3.06,439.27,31.19
2022/1/27 12:00,14.06,8.429,8.487,0.6968,0.025,0.1565,1.6572,116.74,2.624
2022/1/27 12:00,9.77,7.98,7.905,4.369,0.4,0.0836,3.161,392.7,11.3
2022/1/27 12:00,13.57,7.786,8.826,1.58,0.1507,0.0164,0.6283,139.179,4.66
2022/1/27 12:00,10.15,7.43,12.413,1.67,0.1388,0.0383,1.604,234,40
2022/1/27 12:00,12.08,7.78,9.509,1.368,0.0943,0.0415,1.44,277.2,24.6
2022/1/27 12:00,7.66,7.46,10.688,3.42,0.1537,0.0537,2.928,379.2,26.9
2022/1/27 12:00,12.71,8.377,12.703,1.0752,0.025,0.0145,1.0877,138.497,4.487
2022/1/27 12:00,10.06,7.43,11.594,3.4,0.0475,0.0452,3.081,355.9,22.8
2022/1/27 12:00,13.22,7.01,8.5,0.508,0.025,0.011,1.054,152.8,11.5
2022/1/27 12:00,11.77,7.27,9.929,0.888,0.05,0.0326,1.569,257,11.3
2022/1/27 12:00,10.62,7.338,8.745,2.02,0.1589,0.059,1.8796,242.415,9.145
2022/1/27 16:00,13.56,7.077,8.465,0.8,0.036,0.005,0.4663,120.748,1.604
2022/1/27 16:00,9.92,8.01,8.46,1.18,0.27,0.08,3.15,438.71,32.86
2022/1/27 16:00,14.05,8.42,8.429,0.65,0.025,0.005,0.6987,116.791,2.683
2022/1/27 16:00,9.56,8.07,8.675,3.847,0.3,0.0907,2.617,358.5,14
2022/1/27 16:00,10.15,7.48,12.188,1.934,0.1729,0.0465,1.403,231.7,26.7
2022/1/27 16:00,12.14,7.8,9.531,1.287,0.0835,0.183,1.426,280.9,19.9
2022/1/27 16:00,7.76,7.5,10.799,3.092,0.1182,0.0605,2.066,378.9,45.4
2022/1/27 16:00,12.63,8.388,12.643,0.9077,0.025,0.0128,1.0909,137.659,4.323
2022/1/27 16:00,9.93,7.44,11.647,3.2,0.0468,0.0453,3.299,349.2,23.7
2022/1/27 16:00,13.22,7.03,8.53,1.043,0.025,0.009,1.207,152.73,11.33
2022/1/27 16:00,11.95,7.27,9.931,0.786,0.05,0.0249,1.979,245.6,11.1
2022/1/27 16:00,10.35,7.436,8.942,1.52,0.2087,0.0558,1.8025,220.586,14.588
2022/1/27 20:00,13.49,7.07,8.398,0.78,0.0404,0.005,0.573,120.781,1.584
2022/1/27 20:00,9.72,8.02,8.41,1.54,0.29,0.09,3.06,445.85,30.91
2022/1/27 20:00,14.02,8.417,8.4,0.7337,0.025,0.005,0.7089,116.687,2.65
2022/1/27 20:00,9.35,8.05,8.756,4.567,0.37,0.1216,3.046,348.7,19.7
2022/1/27 20:00,10.01,7.34,12.223,2.02,0.1721,0.052,1.301,226.6,30.1
2022/1/27 20:00,12.08,7.79,9.502,1.215,0.1055,0.1538,1.681,289.4,26.5
2022/1/27 20:00,7.76,7.51,10.832,2.216,0.0971,0.0509,1.841,376.7,30
2022/1/27 20:00,12.49,8.384,12.589,1.0612,0.025,0.014,1.0945,145.649,4.589
2022/1/27 20:00,9.84,7.45,11.729,3.1,0.0628,0.044,3.166,337.7,25.6
2022/1/27 20:00,13.21,7.01,8.45,0.906,0.025,0.01,1.2,153.48,11.97
2022/1/27 20:00,10.37,7.339,8.607,1.49,0.1654,0.0565,1.8653,227.831,5.101
2022/1/28 0:00,13.47,7.071,8.43,0.8,0.0391,0.005,0.6124,120.714,1.616
2022/1/28 0:00,9.62,8.02,8.49,0.76,0.25,0.08,2.9,450.31,29.16
2022/1/28 0:00,13.98,8.416,8.412,0.6959,0.025,0.005,0.6998,117.1,2.672
2022/1/28 0:00,9.32,7.99,8.516,4.815,0.49,0.1453,3.642,362.3,25.2
2022/1/28 0:00,13.46,7.777,9.231,1.4,0.025,0.16,0.4574,139.083,6.083
2022/1/28 0:00,9.74,7.55,12.263,2.025,0.144,0.0475,1.389,217.5,28.2
2022/1/28 0:00,12.31,7.75,9.871,1.287,0.0913,0.0549,1.467,287.5,22.3
2022/1/28 0:00,7.78,7.52,10.793,3.295,0.0892,0.0477,1.645,378,25.1
2022/1/28 0:00,12.45,8.357,12.477,1.1016,0.0377,0.0176,1.3338,148.041,4.895
2022/1/28 0:00,9.73,7.46,11.76,3.1,0.0583,0.0454,3.273,334.9,24.5
2022/1/28 0:00,13.2,7.01,8.47,1.071,0.025,0.011,1.005,153.46,11.45
2022/1/28 0:00,11.69,7.26,9.899,1.047,0.06,0.0241,1.732,252.9,11.5
2022/1/28 0:00,10.44,7.307,8.389,1.52,0.2246,0.0609,1.9399,241.753,10.721
2022/1/28 4:00,13.44,7.078,8.421,0.74,0.0451,0.009,0.6348,120.768,1.579
2022/1/28 4:00,9.48,8.01,8.6,1.19,0.22,0.08,2.94,441.67,26.67
2022/1/28 4:00,13.95,8.416,8.424,0.6259,0.025,0.005,0.7163,117.004,2.669
2022/1/28 4:00,9.09,8.01,8.56,4.607,0.49,0.1526,3.43,357.1,24.3
2022/1/28 4:00,13.44,7.784,9.285,1.5,0.025,0.16,0.5174,138.958,4.696
2022/1/28 4:00,9.64,7.4,12.349,1.905,0.1203,0.0468,1.526,215.8,35.4
2022/1/28 4:00,11.96,7.79,9.978,1.15,0.0818,0.0353,1.529,286.4,18.8
2022/1/28 4:00,7.66,7.49,10.691,3.516,0.1079,0.0502,1.528,377.5,25.3
2022/1/28 4:00,12.45,8.336,12.495,0.9903,0.0413,0.018,1.1024,145.294,4.565
2022/1/28 4:00,9.14,7.5,11.945,3.2,0.0628,0.0446,3.293,344.4,25.3
2022/1/28 4:00,13.19,7,8.35,1.346,0.025,0.008,1.082,153.66,11.99
2022/1/28 4:00,11.82,7.25,9.879,0.768,0.06,0.0192,1.613,247.4,10.9
2022/1/28 4:00,10.25,7.283,8.585,1.63,0.2744,0.0645,1.9675,247.455,8.983
2022/1/28 8:00,13.38,7.078,8.436,0.76,0.0407,0.0078,0.5169,120.864,1.641
2022/1/28 8:00,9.41,8,8.41,1.62,0.25,0.09,3.03,429.37,26.82
2022/1/28 8:00,13.88,8.419,8.445,0.669,0.025,0.005,0.9778,117.041,2.656
2022/1/28 8:00,8.99,8.02,8.591,4.607,0.4,0.1457,3.508,358.1,23.5
2022/1/28 8:00,13.38,7.798,9.212,1.5,0.025,0.16,0.6025,139.183,4.719
2022/1/28 8:00,9.5,7.29,12.543,1.819,0.1086,0.0388,1.852,214.2,29
2022/1/28 8:00,11.89,7.8,9.553,1.206,0.0906,0.041,2.017,296.4,20.4
2022/1/28 8:00,7.52,7.48,10.678,2.476,0.1052,0.0497,2.318,378.3,29.3
2022/1/28 8:00,12.36,8.36,12.653,1.0684,0.0319,0.0164,1.112,144.8,4.635
2022/1/28 8:00,9.03,7.48,11.995,2.8,0.0458,0.0426,3.535,336.5,26.3
2022/1/28 8:00,13.18,7.01,8.33,0.975,0.025,0.008,1.047,153.83,11.93
2022/1/28 8:00,11.71,7.24,9.872,0.962,0.06,0.0329,2.023,250.5,11.4
2022/1/28 8:00,10.11,7.297,9.482,1.67,0.2742,0.0623,2.0487,224.406,8.778
2022/1/28 12:00,13.34,7.079,8.54,0.71,0.0299,0.0058,0.5787,120.876,1.574
2022/1/28 12:00,9.34,8.03,8.84,1.22,0.43,0.08,3.25,417.22,25.14
2022/1/28 12:00,13.86,8.423,8.468,0.6981,0.025,0.005,0.7595,117.06,2.668
2022/1/28 12:00,8.91,8.03,8.598,4.496,0.39,0.1362,3.557,355.3,21.6
2022/1/28 12:00,13.23,7.777,9.373,1.49,0.025,0.005,1.091,139.585,4.706
2022/1/28 12:00,9.61,7.21,12.289,1.745,0.1131,0.0924,,215.8,30.4
2022/1/28 12:00,11.8,7.82,10.113,1.206,0.1052,0.0509,2.068,291.3,27
2022/1/28 12:00,7.36,7.52,10.934,2.476,0.0862,0.0612,1.809,378,30.9
2022/1/28 12:00,12.27,8.384,12.664,1.3566,0.0344,0.0197,1.6365,153.071,6.53
2022/1/28 12:00,9.14,7.48,11.976,3,0.0585,0.0443,3.308,318.4,22.7
2022/1/28 12:00,13.18,7.01,8.42,0.686,0.025,0.012,1.312,153.79,11.95
2022/1/28 12:00,11.64,7.25,9.935,0.888,0.05,0.0294,1.775,246.7,11.2
2022/1/28 12:00,10.27,7.306,8.867,1.58,0.2373,0.0657,2.0529,235.372,14.424
2022/1/28 16:00,13.33,7.078,8.46,0.78,0.0381,0.005,0.5112,120.96,1.649
2022/1/28 16:00,9.26,8.06,9.02,1.66,0.44,0.08,4.02,415.2,33
2022/1/28 16:00,13.8,8.424,8.458,0.6429,0.025,0.005,0.6108,116.999,2.702
2022/1/28 16:00,8.88,8,8.48,4.668,0.41,0.1304,3.87,351.2,21.1
2022/1/28 16:00,13.38,7.785,9.132,1.4,0.025,0.0066,0.6025,139.854,4.665
2022/1/28 16:00,9.61,7.44,12.351,1.75,0.088,0.0496,1.649,220.6,26.2
2022/1/28 16:00,11.9,7.85,9.558,1.344,0.0933,0.0467,1.839,300.5,22.8
2022/1/28 16:00,7.46,7.5,10.856,2.717,0.1159,0.0529,2.026,375.9,27.2
2022/1/28 16:00,12.09,8.408,12.702,1.2034,0.056,0.0228,1.6369,162.888,6.333
2022/1/28 16:00,8.89,7.46,12.068,2.9,0.0454,0.0432,3.554,294.7,25.5
2022/1/28 16:00,13.18,7.03,8.52,0.934,0.025,0.01,1.207,153.79,11.94
2022/1/28 16:00,11.84,7.26,9.855,0.888,0.05,0.0294,1.775,243,10.8
2022/1/28 16:00,10.07,7.352,8.739,1.7,0.2029,0.0613,2.1049,238.594,12.427
2022/1/28 20:00,13.27,7.067,8.571,0.84,0.04,0.005,0.6067,120.771,1.663
2022/1/28 20:00,9.25,8.04,8.87,1.29,0.46,0.08,3.15,411.69,28.03
2022/1/28 20:00,13.77,8.411,8.411,0.7286,0.025,0.005,0.7434,116.891,2.675
2022/1/28 20:00,8.58,7.96,8.335,4.693,0.47,0.1472,3.959,343.8,22.2
2022/1/28 20:00,13.35,7.803,9.086,1.43,0.025,0.0063,0.5489,139.951,4.684
2022/1/28 20:00,9.36,7.28,12.574,1.633,0.1013,0.033,1.355,217.9,37.7
2022/1/28 20:00,11.96,7.83,9.588,1.457,0.0904,0.0423,1.84,315.9,29
2022/1/28 20:00,7.35,7.53,10.945,2.938,0.1016,0.0557,1.929,378.8,30.8
2022/1/28 20:00,12.04,8.422,12.686,1.2996,0.0754,0.0239,1.6332,162.573,6.856
2022/1/28 20:00,8.59,7.47,12.201,2.9,0.0597,0.0425,3.326,285.5,29.5
2022/1/28 20:00,13.16,7,8.5,1.332,0.025,0.011,1.033,154.53,11.43
2022/1/28 20:00,11.51,7.25,9.931,0.99,0.07,0.0247,2.012,251.5,11.2
2022/1/28 20:00,9.93,7.315,8.678,1.68,0.1897,0.0592,2.1918,233.12,7.774
2022/1/29 0:00,13.27,7.065,8.461,0.84,0.04,0.005,0.6067,120.834,1.672
2022/1/29 0:00,8.97,8.01,8.97,1.29,0.46,0.08,3.15,413.84,24.66
2022/1/29 0:00,13.84,8.407,8.366,0.7286,0.025,0.005,0.7434,116.953,2.68
2022/1/29 0:00,8.35,7.97,8.286,4.693,0.47,0.1472,3.959,342.6,22.8
2022/1/29 0:00,13.29,7.782,9.056,1.43,0.025,0.0063,0.5489,140.324,4.699
2022/1/29 0:00,9.23,7.48,12.374,1.633,0.1013,0.033,1.355,205.2,35.9
2022/1/29 0:00,11.88,7.85,12.26,1.457,0.0904,0.0423,1.84,306.8,43.6
2022/1/29 0:00,7.18,7.55,10.996,2.938,0.1016,0.0557,1.929,375.7,30.8
2022/1/29 0:00,11.85,8.416,12.759,1.2996,0.0754,0.0239,1.6332,164.938,7.429
2022/1/29 0:00,8.52,7.47,12.192,2.9,0.0597,0.0425,3.326,289.6,28.9
2022/1/29 0:00,13.05,7.02,8.38,0.906,0.025,0.012,1.172,154.81,12.05
2022/1/29 0:00,11.32,7.23,9.917,0.99,0.07,0.0247,2.012,256.1,12
2022/1/29 0:00,9.73,7.333,8.52,1.68,0.1897,0.0592,2.1918,240.436,9.582
2022/1/29 4:00,13.23,7.054,8.371,0.69,0.0378,0.005,0.5281,120.912,1.591
2022/1/29 4:00,8.32,8,8.52,1.46,0.31,0.08,3.41,421.38,20.26
2022/1/29 4:00,13.76,8.405,8.355,0.5765,0.025,0.005,0.7403,117.024,2.669
2022/1/29 4:00,8.1,8.01,8.434,4.43,0.42,0.1514,3.639,339.9,25.2
2022/1/29 4:00,13.25,7.741,8.972,1.36,0.025,0.005,0.6088,141.085,4.695
2022/1/29 4:00,8.98,7.46,12.721,1.705,0.1003,0.0356,1.826,197.8,35.9
2022/1/29 4:00,11.56,7.82,9.839,1.474,0.0977,0.0423,1.791,310.8,22.3
2022/1/29 4:00,6.92,7.54,10.925,3.064,0.0996,0.0631,1.876,378.2,42.9
2022/1/29 4:00,11.78,8.419,12.699,1.3727,0.0781,0.0273,1.6786,164.223,7.45
2022/1/29 4:00,8.31,7.48,12.198,2.9,0.0575,0.0426,3.453,300.8,25.3
2022/1/29 4:00,12.87,7.01,8.42,1.057,0.025,0.008,1.124,153.99,12.01
2022/1/29 4:00,11.51,7.23,9.839,0.757,0.07,0.0182,1.612,248.8,11.8
2022/1/29 4:00,9.51,7.286,8.889,1.7,0.2889,0.0642,2.1579,233.113,7.846
2022/1/29 8:00,13.2,7.06,8.382,0.76,0.0477,0.005,0.5843,121.037,1.64
2022/1/29 8:00,8.54,7.97,8.42,1.37,0.25,0.08,2.02,433.52,20.23
2022/1/29 8:00,13.79,8.396,8.314,0.5895,0.025,0.005,0.7309,117.293,2.665
2022/1/29 8:00,8.04,8,8.549,4.526,0.34,0.1672,3.725,330.9,28.8
2022/1/29 8:00,13.24,7.804,9.047,1.72,0.025,0.0066,0.4921,141.994,4.719
2022/1/29 8:00,8.8,7.35,12.763,2.324,0.1054,0.0301,1.756,208.6,26.8
2022/1/29 8:00,11.3,7.8,9.771,1.352,0.1208,0.0516,2.322,297.6,23.4
2022/1/29 8:00,6.83,7.55,11.285,2.331,0.0887,0.0545,2.356,380.5,35.6
2022/1/29 8:00,11.52,8.436,12.747,1.5288,0.0985,0.029,1.9643,169.045,8.042
2022/1/29 8:00,8.17,7.48,12.252,2.6,0.0567,0.0447,3.576,303.5,25.5
2022/1/29 8:00,11.45,7.24,9.95,0.763,0.09,0.0215,1.699,241.8,11.2
2022/1/29 8:00,9.47,7.27,8.708,1.9,0.2888,0.0645,2.1859,251.25,9.532
2022/1/29 12:00,13.22,7.065,8.427,0.82,0.0256,0.005,0.5955,121.149,1.641
