监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2024/1/17 20:00,Ⅲ,2.8,7.65,11.57,127.4,3.4,4.18,0.025,0.039,1.24
2024/1/17 20:00,Ⅱ,0.2,6.86,14.12,192.7,0.8,2,0.128,0.062,2.79
2024/1/17 20:00,Ⅱ,10,6.87,7.58,334.8,19.1,3.53,0.025,0.014,1.07
2024/1/17 20:00,Ⅲ,5.5,7.18,5.42,311.4,3.8,3.26,0.025,0.012,0.9
2024/1/17 20:00,Ⅱ,0.7,6.58,6.92,88.6,0.7,3.6,0.025,0.008,0.34
2024/1/17 20:00,Ⅰ,2.7,6.69,10.11,83.5,7.8,0.71,0.025,0.005,0.39
2024/1/17 20:00,Ⅲ,11.2,7.66,9.79,674.8,43.3,4.65,0.379,0.108,4.19
2024/1/17 16:00,Ⅲ,11,7.56,6.45,750.7,76.9,3.47,0.174,0.124,3.12
2024/1/17 20:00,Ⅱ,8,7.5,9.38,592.2,67.6,3.74,0.315,0.079,2.66
2024/1/17 20:00,Ⅲ,10.2,7.37,9.01,631.7,59.5,3.69,0.597,0.101,3.29
2024/1/17 16:00,Ⅲ,9.1,7.87,9.46,586.3,37.7,3.15,0.342,0.124,3.74
2024/1/17 16:00,Ⅲ,12,8.4,7.88,427.9,36.9,3.72,0.423,0.138,2.5
2024/1/17 16:00,Ⅲ,15.2,7.67,6.88,966.1,82.8,4.75,0.243,0.096,2.99
2024/1/17 16:00,Ⅲ,8.3,8.05,10.86,661.3,239.3,3.99,0.888,0.086,2.22
2024/1/17 16:00,Ⅱ,13,7.79,9.92,792.1,47.1,3.37,0.227,0.054,2.36
2024/1/17 20:00,Ⅳ,8.2,8.22,9.83,645,28.9,3.43,0.233,0.088,2.57
2024/1/17 16:00,Ⅱ,10.6,8.72,10.66,624.6,23,3.52,0.096,0.054,1.94
2024/1/17 16:00,Ⅲ,9.5,7.72,11.34,305.7,35.9,4.06,0.275,0.064,1.39
2024/1/17 16:00,Ⅲ,11.2,7.53,9.03,770.4,18.4,4.76,0.301,0.026,2.74
2024/1/17 16:00,Ⅲ,6,7.89,11.43,1218.2,23.5,5.67,0.281,0.04,2.13
2024/1/17 16:00,Ⅲ,7.6,7.97,11.93,852.6,16.3,5.29,0.222,0.038,2
2024/1/17 16:00,Ⅱ,8.8,7.9,11.85,836.8,12.4,3.11,0.196,0.041,4.24
2024/1/17 16:00,Ⅱ,10.6,7.22,10.2,476.7,11.1,2.13,0.076,0.072,2.04
2024/1/17 20:00,Ⅱ,7.9,8.5,12.34,451.5,9.8,1.99,0.026,0.05,1.81
2024/1/17 20:00,Ⅲ,10,7.87,9.72,409.7,11.5,1.15,0.404,0.105,2.82
2024/1/17 20:00,Ⅱ,11.1,8.2,10.36,387.5,26.8,1.54,0.065,0.084,1.87
2024/1/17 16:00,劣Ⅴ,7.6,9.3,12.4,417.6,30.7,2.9,0.025,0.05,2.04
2024/1/17 20:00,Ⅴ,5,8,12.19,410.6,74.1,2.21,1.685,0.022,0.92
2024/1/17 16:00,Ⅱ,7,8.32,11.48,521.9,26.1,2.88,0.082,0.06,1.4
2024/1/17 20:00,Ⅲ,7.8,7.66,9.04,615,28.4,3.5,0.284,0.131,3.42
2024/1/17 16:00,Ⅱ,7.6,7.53,9.72,476.8,39.5,3.42,0.319,0.1,3.19
2024/1/17 16:00,Ⅲ,7.1,7.85,11.63,564.3,46.8,4.13,0.3,0.117,2.85
2024/1/17 20:00,Ⅳ,6.6,7.68,12.57,444.8,88.7,2.9,0.025,0.061,1.65
2024/1/17 20:00,Ⅱ,12.3,7.87,10.51,389.2,31.4,1.48,0.092,0.093,2
2024/1/17 16:00,Ⅱ,8.1,7.06,9,193.5,14.6,1.97,0.066,0.03,3.66
2024/1/17 20:00,Ⅱ,8.6,8.06,9.94,588.1,56.6,3.5,0.242,0.079,2.92
2024/1/17 20:00,Ⅲ,10.7,7.79,8.4,452.5,52.8,2.22,0.604,0.136,2.5
2024/1/17 20:00,Ⅱ,5.3,8.24,11.94,776.3,6.6,3.52,0.196,0.05,4.38
2024/1/17 20:00,Ⅲ,5.3,8.59,13.29,962.8,26.4,4.7,0.049,0.06,2.62
2024/1/17 16:00,Ⅲ,5.6,8.19,11.51,1182.7,15.4,5.38,0.115,0.088,3.45
2024/1/17 20:00,Ⅲ,6.7,8.17,11.66,1103.6,7,4.65,0.027,0.043,1.67
2024/1/17 20:00,Ⅲ,9.2,7.93,8.97,1018.9,9.9,4.69,0.064,0.038,1.22
2024/1/17 20:00,Ⅲ,3.9,8.19,11.49,1443.5,4.2,4.32,0.078,0.031,1.14
2024/1/17 20:00,Ⅱ,5.7,8.51,12,818.7,6.5,2.75,0.025,0.037,1.68
2024/1/17 20:00,Ⅲ,6.2,8.23,14.94,919.3,3.4,4.48,0.042,0.033,1.18
2024/1/17 20:00,Ⅱ,3.6,8.41,12.72,967.1,9.3,3.12,0.05,0.035,13.54
2024/1/17 20:00,Ⅱ,6.7,8.18,19.07,864.6,19.2,2.95,0.025,0.017,9.64
2024/1/17 16:00,Ⅱ,10,7.95,10.57,389.5,20,1.4,0.073,0.083,2.08
2024/1/17 16:00,Ⅲ,8.8,8.03,12.72,595,28.9,2.74,0.55,0.116,3.52
2024/1/17 20:00,Ⅲ,10.6,8.16,9.45,414.4,51.9,1.89,0.258,0.12,2.86
2024/1/17 20:00,Ⅱ,9.8,8.05,9.55,433.7,26.6,1.61,0.08,0.09,1.55
2024/1/17 20:00,Ⅲ,7.2,8.21,11.35,429.3,53.2,2.99,0.025,0.036,0.59
2024/1/17 20:00,Ⅲ,6.1,8.36,12.1,473.7,101.8,3.22,0.025,0.046,2.12
2024/1/17 16:00,Ⅲ,10.7,7.52,8.18,693.7,56.9,3.01,0.566,0.107,3.44
2024/1/17 20:00,Ⅱ,7.9,8.6,10.04,565.6,52.8,3.34,0.384,0.096,2.47
2024/1/17 20:00,Ⅱ,7.4,7.78,9.65,667.4,31.3,2.82,0.28,0.057,2.61
2024/1/17 20:00,Ⅱ,11.1,8.26,10.36,409.3,33.7,1.87,0.078,0.081,1.63
2024/1/17 20:00,Ⅱ,9.8,7.91,10.76,378.1,30.5,1.4,0.045,0.074,1.84
2024/1/17 16:00,Ⅱ,8.6,8.08,10.56,459.7,9.3,2.67,0.048,0.022,0.79
2024/1/17 16:00,Ⅱ,7.9,8.12,9.55,490.9,39.8,3.42,0.044,0.023,0.46
2024/1/17 20:00,Ⅲ,8.7,7.29,8.57,394.3,9.7,3.47,0.607,0.073,1.74
2024/1/17 16:00,Ⅱ,10,8.19,11.6,405.2,27.4,1.67,0.025,0.061,2.02
2024/1/17 20:00,Ⅲ,7.4,8.33,11.81,406.3,25.9,2.71,0.025,0.045,1.53
2024/1/17 20:00,Ⅲ,8.7,7.37,8.57,725.8,20.5,3.83,0.694,0.101,4.98
2024/1/17 20:00,Ⅲ,8.4,8.41,9.96,1838.8,17.8,5.57,0.271,0.153,2.38
2024/1/17 20:00,Ⅱ,9.8,8.23,9.95,401.9,79.8,1.4,0.043,0.09,2.13
2024/1/17 20:00,Ⅲ,8,8.5,10.33,925.3,17.1,4.23,0.191,0.115,1.7
2024/1/17 20:00,Ⅱ,7.7,8.05,9.1,591.6,5.1,3.46,0.08,0.048,1.69
2024/1/17 20:00,Ⅲ,8.4,8.15,9.55,846.2,106.8,2.94,0.53,0.145,2.72
2024/1/17 20:00,Ⅳ,9.6,8.63,11.78,2891.3,14.1,6.39,0.338,0.141,3.22
2024/1/17 20:00,Ⅲ,9.1,8.02,7.4,1149.6,22.8,3.91,0.307,0.118,2.47
2024/1/17 20:00,Ⅲ,8.6,8.29,10.25,1652.4,15.7,4.06,0.163,0.128,3.01
2024/1/17 20:00,Ⅲ,9.1,7.77,8.42,2547.3,7.7,5.31,0.381,0.162,3.29
2024/1/17 16:00,Ⅲ,5.1,8.39,11.38,942.6,3,4.83,0.248,0.098,3.44
2024/1/17 16:00,Ⅲ,5.8,7.87,10.38,821.3,17.6,4.46,0.584,0.103,3.11
2024/1/17 16:00,Ⅲ,4.7,8.3,12.38,1244.5,14.4,5.16,0.224,0.083,5.88
2024/1/17 16:00,Ⅳ,6,8.33,6.55,866.3,267.2,6.09,0.678,0.225,3.62
2024/1/17 16:00,Ⅱ,5.9,7.61,10.87,748.6,3.5,3.86,0.378,0.087,4.36
2024/1/17 16:00,Ⅱ,4.6,8.64,14.43,716.9,16.6,3.73,0.027,0.06,1.27
2024/1/17 16:00,Ⅲ,4.4,8.03,14.51,1325.5,4.5,5.77,0.38,0.075,5.94
2024/1/17 16:00,Ⅲ,6.2,7.84,8.71,834.1,41.2,4.43,0.725,0.088,3.48
2024/1/17 16:00,Ⅱ,5,8.34,13.24,637.1,15.3,3.94,0.025,0.042,1.87
2024/1/17 16:00,Ⅳ,3.7,8.52,11.34,1804.1,30.2,6.25,0.625,0.112,6.38
2024/1/17 16:00,Ⅲ,8.3,7.29,9.96,1389.7,2.8,4.86,0.397,0.101,6.39
2024/1/17 16:00,Ⅳ,4.8,8.67,16.38,2245.4,9.1,6.42,0.027,0.08,4.12
2024/1/17 16:00,Ⅱ,4.9,7.77,11.12,796.8,12.1,3.52,0.21,0.065,4.78
2024/1/17 16:00,Ⅲ,5.7,8.33,13.7,609,15,4.42,0.329,0.062,3.39
2024/1/17 16:00,Ⅳ,4.5,7.85,12.16,700,11.1,6.55,0.344,0.079,3.75
2024/1/17 16:00,Ⅲ,4.3,8.3,10.44,1424.5,14.2,4.34,0.286,0.065,4.31
2024/1/17 16:00,Ⅲ,8.1,8.19,9.09,2062.7,32.4,5.3,0.229,0.084,4.25
2024/1/17 16:00,Ⅲ,4.9,7.84,9.16,1146.1,18.4,4.78,0.667,0.11,4.45
2024/1/17 20:00,Ⅳ,4.8,8.58,13.75,810.9,34.8,4.33,0.025,0.071,2.2
2024/1/17 20:00,Ⅲ,6,8.6,13.57,684.8,10.4,4,0.092,0.068,2.29
2024/1/17 20:00,Ⅲ,5.4,8.53,12.02,651.2,9.4,3.98,0.033,0.048,1.27
2024/1/17 20:00,Ⅳ,3.2,7.75,14,605.3,57.6,3.73,0.025,0.051,1.3
2024/1/17 20:00,Ⅲ,4.3,7.97,11.64,783.9,19.2,4.04,0.025,0.038,1.13
2024/1/17 16:00,Ⅱ,6.1,7.83,11.84,534.3,43.3,2.77,0.084,0.061,1.9
2024/1/17 16:00,Ⅱ,5.8,8.66,13.49,512.7,16.5,3.58,0.025,0.048,1.88
2024/1/17 16:00,Ⅱ,15,7.69,9.76,544.3,12.3,2.61,0.101,0.054,2.03
2024/1/17 20:00,Ⅲ,6.2,7.74,9.24,479.3,26.7,3.08,0.727,0.125,2.16
2024/1/17 16:00,Ⅲ,4.9,8.09,12.77,2033,70.4,5.1,0.158,0.114,3
2024/1/17 16:00,Ⅱ,6.4,8.03,8.06,775.7,14.6,3.01,0.091,0.076,2.55
2024/1/17 16:00,Ⅲ,7.2,8,9.14,838.2,52.5,4.09,0.265,0.131,2.32
2024/1/17 16:00,Ⅱ,5.9,8.02,11.67,646,25.4,3.3,0.204,0.073,1.89
2024/1/17 16:00,Ⅳ,5.5,7.94,12.24,880.7,9.9,6.88,0.171,0.158,2.36
2024/1/17 16:00,Ⅲ,8.1,7.97,9.7,504.2,49.8,2.3,0.269,0.105,2.27
2024/1/17 16:00,Ⅲ,8.2,8.04,8.78,726,52.2,3.63,0.44,0.119,3
2024/1/17 16:00,Ⅲ,6,8.01,11.82,903.6,36.6,5.12,0.186,0.158,2.69
2024/1/17 16:00,Ⅳ,6.3,8.12,12.72,1420.8,36.2,6.29,0.05,0.172,2.95
2024/1/17 16:00,Ⅲ,5.7,8.18,11.75,1227.9,32.2,4.32,0.13,0.096,2.95
2024/1/17 16:00,Ⅲ,7.1,8.19,11.34,2694.1,34.4,5.11,0.532,0.134,3.49
2024/1/17 16:00,Ⅲ,4.7,8.44,13.32,855.4,22.6,4.32,0.154,0.074,1.87
2024/1/17 16:00,Ⅲ,7,8.15,9.96,1621.1,13.1,4.04,0.253,0.125,3.53
2024/1/17 16:00,Ⅱ,11,7.62,10.94,378.1,30.6,1.33,0.085,0.091,1.98
2024/1/17 20:00,Ⅳ,5.6,8.4,12.03,590.8,51.8,5.61,0.025,0.076,1.28
2024/1/17 20:00,Ⅱ,8.7,8.11,9.55,437.5,32.6,3.47,0.088,0.043,1.48
2024/1/17 20:00,Ⅲ,8.1,7.92,11.21,371.7,79.6,2.05,0.085,0.114,1.89
2024/1/17 16:00,Ⅲ,8.3,7.68,7.72,493.6,28.5,2.69,0.801,0.176,3.33
2024/1/17 16:00,Ⅱ,10.4,8.09,10.75,381,32.5,1.47,0.083,0.087,1.97
2024/1/17 20:00,Ⅳ,7.1,7.67,8.74,537,15.6,3.57,1.097,0.138,2.96
2024/1/17 20:00,Ⅱ,11.1,8.01,10.63,392.8,12.5,1.37,0.085,0.084,1.73
2024/1/17 20:00,Ⅱ,8.8,8.03,10.11,408.4,17.4,1.76,0.124,0.096,1.88
2024/1/17 20:00,Ⅱ,11.7,8.07,9.84,398.9,27.1,1.74,0.135,0.092,1.87
2024/1/17 16:00,Ⅱ,10.3,8.05,9.71,383.3,31.4,1.6,0.029,0.077,1.44
2024/1/17 20:00,Ⅱ,7.7,8.77,12.98,377.4,8.8,2.96,0.025,0.057,1.23
2024/1/17 20:00,Ⅱ,6.6,8.6,10.45,373.2,3.3,3.15,0.025,0.023,0.53
2024/1/17 20:00,Ⅱ,7.5,8.05,7.59,450.6,5.9,2.57,0.025,0.027,0.81
2024/1/17 16:00,Ⅱ,10.2,8.14,11,427.6,46.4,1.83,0.098,0.095,1.92
2024/1/17 16:00,Ⅱ,9.4,7.79,9.93,481.8,27.7,2.04,0.246,0.092,2.23
2024/1/17 20:00,Ⅱ,9.4,7.99,8.98,421.4,9.9,1.29,0.088,0.081,1.92
2024/1/17 20:00,Ⅱ,10.2,7.83,9.45,374.8,29.5,1.61,0.065,0.088,1.73
2024/1/17 20:00,Ⅴ,8.1,7.91,8.06,590.9,77.4,2.81,0.751,0.31,2.61
2024/1/17 16:00,Ⅲ,9.1,7.98,9.53,679.9,16.9,2.47,0.258,0.136,2.36
2024/1/17 20:00,Ⅳ,3.4,8.77,14.34,651,44.5,4.37,0.025,0.079,1.95
2024/1/17 20:00,Ⅳ,3.8,8.55,12.93,713.4,72.2,4.37,0.025,0.063,1.32
2024/1/17 20:00,Ⅱ,5.7,8.68,13.44,676.9,24,3.17,0.051,0.048,1.01
2024/1/17 20:00,Ⅲ,6.5,8.34,11,817.6,27.3,5.28,0.221,0.078,1.59
2024/1/17 20:00,Ⅲ,6.4,8.52,11.75,821.1,17.2,4.17,0.066,0.041,1.74
2024/1/17 20:00,Ⅲ,6.5,8.59,12.3,789.3,17.1,4.65,0.047,0.05,1.28
2024/1/17 20:00,Ⅱ,6.4,8.31,11.01,712.5,11.6,3.64,0.028,0.041,1.41
2024/1/17 20:00,Ⅲ,4.8,8.58,15.95,948.9,4.1,4.5,0.039,0.02,3.31
2024/1/17 20:00,Ⅰ,12.5,7.55,7.9,133.2,1.8,1.26,0.025,0.005,0.8
2024/1/17 20:00,Ⅱ,11.2,7.49,9.66,326.1,9.1,1.67,0.067,0.044,2.44
2024/1/17 20:00,Ⅰ,12.6,7.6,9.22,121.9,3,1,0.025,0.006,0.76
2024/1/17 20:00,Ⅰ,12.9,7.5,8.84,77.5,1.2,0.78,0.025,0.005,0.92
2024/1/17 20:00,Ⅱ,12.7,7.72,7.59,444.7,12,3.16,0.355,0.084,3.15
2024/1/17 20:00,Ⅲ,9.8,7.19,6.37,326.1,11.3,5.09,0.317,0.074,5.7
2024/1/17 20:00,Ⅱ,9.3,7.85,10.56,416.9,9,3.12,0.229,0.07,3.35
2024/1/17 20:00,Ⅱ,9.7,8.07,11.65,208.5,5.6,1.82,0.025,0.025,2.21
2024/1/17 20:00,Ⅱ,11.4,7.94,9.99,141.2,8.6,1.92,0.042,0.026,1.53
2024/1/17 20:00,Ⅲ,8.1,8.59,10.19,390.3,24.1,2.7,0.774,0.086,3.13
2024/1/17 20:00,Ⅲ,10.1,7.56,7.22,578.2,19.5,2.83,0.79,0.12,3.74
2024/1/17 16:00,Ⅰ,11.9,7.8,10.03,204.4,66.2,0.5,0.025,0.005,4.5
2024/1/17 16:00,Ⅰ,10.4,8.13,12.88,72.8,3.2,0.75,0.025,0.011,1.23
2024/1/17 20:00,Ⅱ,9,8.51,12.02,395.5,15.4,3.8,0.28,0.076,4.23
2024/1/17 16:00,Ⅱ,8.6,8.93,11.76,900,24.5,1.47,0.04,0.025,2.21
2024/1/17 16:00,Ⅱ,9.9,8.35,10.48,527.8,34.4,2.15,0.07,0.074,2.17
2024/1/17 16:00,Ⅱ,9.4,6.97,10.29,93.4,28.7,2.19,0.03,0.01,1.1
2024/1/17 16:00,劣Ⅴ,9.2,9.09,16.47,136.1,5.4,1.01,0.028,0.017,2.38
2024/1/17 16:00,Ⅱ,9.2,7.17,13.46,231.4,29.3,2.52,0.066,0.082,3.37
2024/1/17 16:00,Ⅱ,9.1,6.93,12.29,86.4,5.9,1.22,0.05,0.048,1.95
2024/1/17 16:00,Ⅳ,8.7,8.93,11.84,6126.5,11.8,6.18,0.099,0.058,1.13
2024/1/17 20:00,Ⅰ,13.7,6.96,10.92,50.9,2.5,0.25,0.049,0.011,0.7
2024/1/17 20:00,Ⅰ,12.1,7.55,9.88,129,37.6,0.55,0.025,0.011,1.13
2024/1/17 20:00,Ⅱ,11.7,8.06,12.12,155.3,14.2,1.13,0.214,0.043,2.24
2024/1/17 20:00,Ⅳ,11.5,7.33,6.14,811.3,14.1,2.7,1.081,0.2,4.62
2024/1/17 20:00,Ⅰ,11.6,7.34,10.04,53,6.6,0.63,0.041,0.006,1.4
2024/1/17 20:00,Ⅲ,11.4,7.28,10.31,37213.5,1142.1,4.83,0.338,0.045,3.85
2024/1/17 20:00,Ⅱ,10.4,8.09,10.45,36170,2385,3.43,0.37,0.056,2.44
2024/1/17 16:00,Ⅱ,8.9,8.08,8.49,546,67.8,3.14,0.18,*,*
2024/1/17 16:00,Ⅱ,10,8.44,8.96,586.2,31.2,3.67,0.265,0.069,3.04
2024/1/17 16:00,Ⅲ,8.7,8.27,12.61,470.4,20.3,4.28,0.028,0.07,0.78
2024/1/17 16:00,Ⅱ,8.5,7.89,9.38,542.6,148.9,3.52,0.116,0.047,2.05
2024/1/17 16:00,Ⅲ,8.7,7.72,8.93,865.9,41.7,3.4,0.423,0.105,5.1
2024/1/17 16:00,Ⅱ,8.9,8.12,9.11,1887.8,46.9,3.35,0.16,0.071,3.98
2024/1/17 12:00,Ⅱ,9.5,7.63,9.03,1035.2,63.5,3.11,0.344,0.098,4.35
2024/1/17 16:00,Ⅳ,8.9,7.45,7.63,742,40.8,5.59,0.754,0.221,4.7
2024/1/17 16:00,Ⅱ,9.4,7.85,8.96,698.6,16.4,2.99,0.358,0.084,4.02
2024/1/17 20:00,Ⅲ,8.8,7.92,10.07,1340.5,28.3,4.49,0.308,0.111,4.23
2024/1/17 20:00,Ⅱ,8.9,7.72,9.22,852.1,12.9,3.94,0.304,0.088,3.81
2024/1/17 16:00,Ⅲ,8.7,7.75,10.51,715.1,55.5,4.08,0.343,0.071,3.86
2024/1/17 16:00,Ⅲ,9.4,7.56,9.35,570.9,38.6,4.28,0.238,0.077,3.5
2024/1/17 16:00,Ⅲ,7.8,7.49,8.63,621.2,65.5,4.06,0.414,0.109,3.66
2024/1/17 16:00,Ⅲ,9.2,7.5,8.22,740.9,30.3,3.16,0.29,0.103,5.11
2024/1/17 16:00,Ⅲ,8.7,7.57,10.4,909.2,67.8,3.89,0.334,0.112,4.58
2024/1/17 16:00,Ⅱ,10.6,7.69,6.07,555.2,31.5,3.02,0.08,0.081,3.02
2024/1/17 20:00,Ⅱ,8,7.7,11.1,416.9,53.5,2.83,0.261,0.048,1.7
2024/1/17 16:00,Ⅱ,8.5,7.77,8.75,483.8,26,2.58,0.404,0.076,1.86
2024/1/17 16:00,Ⅲ,9.8,7.55,7.15,375.4,15.5,3.84,0.549,0.069,4.71
2024/1/17 20:00,Ⅱ,8.7,7.7,10.15,474.1,51.6,3.52,0.304,0.054,2.45
2024/1/17 16:00,Ⅱ,5.5,7.8,12.62,444.4,200.9,3.15,0.033,0.086,1.2
2024/1/17 16:00,Ⅱ,9,7.23,10.3,160.7,18.6,2.18,0.094,0.051,3.05
2024/1/17 20:00,Ⅱ,9.9,7.63,11.94,282.8,12.6,2.73,0.128,0.051,3.06
2024/1/17 16:00,Ⅱ,9.9,8.16,11.47,371.2,14.8,3.01,0.056,0.027,3.35
2024/1/17 20:00,Ⅱ,8,7.61,11.63,378.5,78.3,3.68,0.114,0.064,3.58
2024/1/17 20:00,Ⅱ,8.4,7.89,9.26,520.3,80.6,3.59,0.366,0.01,4.14
2024/1/17 16:00,Ⅲ,9.4,7.4,6.94,541.3,55.6,4.14,0.754,0.077,4.95
2024/1/17 16:00,Ⅲ,8.9,7.56,7.26,496,39.7,4.04,0.548,0.044,5.14
2024/1/17 20:00,Ⅱ,8.9,8.54,12.18,544.6,9.9,3.6,0.07,0.012,3.77
2024/1/17 20:00,Ⅱ,9.9,7.7,10.68,184.7,8,1.76,0.189,0.055,2.7
2024/1/17 16:00,Ⅱ,10.1,6.85,9.71,454.4,18.1,3.78,0.365,0.094,3.62
2024/1/17 16:00,Ⅱ,9.2,7.45,9.4,234.3,3.7,3.08,0.135,0.048,2.65
2024/1/17 20:00,Ⅱ,10,7.15,10.29,58.8,6.8,0.97,0.059,0.022,1.08
2024/1/17 16:00,Ⅱ,9.1,8.14,12.5,313,9.4,2.15,0.06,0.035,3.23
2024/1/17 20:00,Ⅲ,10.7,7.92,8.42,429.1,7.3,3.27,0.182,0.116,4.93
2024/1/17 20:00,Ⅲ,11.1,7.56,7.33,584.6,7.4,4.36,0.158,0.117,5
2024/1/17 20:00,Ⅲ,10.7,7.67,9.4,617.2,19.4,3.41,0.17,0.102,5.41
2024/1/17 20:00,Ⅱ,8.7,8.17,11.38,231.5,33.3,2.67,0.397,0.093,2.95
2024/1/17 20:00,Ⅲ,9.4,8,11.18,596.1,20.1,4.6,0.309,0.08,4.42
2024/1/17 20:00,Ⅲ,8.5,7.67,8.19,542.7,6.8,4.73,0.188,0.079,4.27
2024/1/17 20:00,Ⅱ,9.6,8.38,12.16,449.2,5.7,2.79,0.125,0.046,2.52
2024/1/17 20:00,Ⅲ,10.8,7.98,9.22,306.8,11.6,4.58,0.41,0.185,5.28
2024/1/17 20:00,Ⅲ,8,7.5,9.45,250.9,7.2,3.96,0.122,0.111,3.62
2024/1/17 20:00,Ⅱ,11.2,7.81,9.88,527.3,16.5,2.2,0.16,0.035,2.96
2024/1/17 16:00,Ⅱ,10.9,7.61,9.11,269.5,42.6,2.44,0.029,0.043,2.99
2024/1/17 16:00,Ⅱ,11.6,8.3,11.37,324,8.3,1.69,0.061,0.024,2.13
2024/1/17 16:00,Ⅱ,10.4,7.71,11.01,182.6,7,2.22,0.171,0.063,2.14
2024/1/17 16:00,Ⅱ,11,7.08,9.29,214.5,19.3,2.08,0.283,0.058,2.19
2024/1/17 16:00,Ⅱ,9.9,6.97,10.58,128.4,12.7,1.49,0.171,0.04,2.24
2024/1/17 16:00,Ⅱ,10.6,8.27,11.85,235.3,6.6,1,0.025,0.025,1.44
2024/1/17 16:00,Ⅱ,10.5,7.94,12.81,636.4,11.8,2.58,0.113,0.045,2.51
2024/1/17 16:00,Ⅱ,10.1,7.13,9.64,103.9,4,1.23,0.025,0.014,0.84
2024/1/17 16:00,Ⅱ,10.1,6.85,8.32,72.7,10.7,0.69,0.083,0.07,1.37
2024/1/17 20:00,Ⅱ,9.6,7.09,10.36,65.1,7.5,2.38,0.025,0.015,2.41
2024/1/17 16:00,Ⅱ,9.4,7.73,9.79,965,8.6,2.44,0.025,0.075,1.91
2024/1/17 20:00,Ⅰ,10.8,7.31,9.34,58.7,7.2,0.77,0.041,0.01,0.3
2024/1/17 20:00,Ⅲ,11.6,7.72,10.36,27536,2472.3,4.49,0.254,0.076,2.33
2024/1/17 20:00,Ⅳ,10.6,8.44,8.35,4723,7.3,6.93,0.36,0.064,5.52
2024/1/17 20:00,Ⅱ,12,7.22,8.58,77.4,2.4,1.68,0.139,0.013,0.65
2024/1/17 20:00,Ⅲ,13.7,7.67,8.27,1963.9,11.2,3.94,0.537,0.102,4.73
2024/1/17 20:00,Ⅱ,10.2,8.2,9.33,762.8,7,2.91,0.163,0.033,2.46
2024/1/17 20:00,Ⅱ,10.8,7.74,10.74,207.3,5,2.78,0.117,0.029,2.36
2024/1/17 20:00,Ⅱ,11.7,7.53,10.52,169.8,6.4,1.41,0.067,0.035,2.03
2024/1/17 20:00,Ⅰ,10.7,7.05,10.25,63.8,10.4,1.25,0.025,0.015,1
2024/1/17 20:00,Ⅱ,12.4,7.35,10.36,143.1,8.3,1.58,0.04,0.045,1.79
2024/1/17 20:00,Ⅱ,11.7,7.16,10.02,53.2,8.8,1.65,0.254,0.055,1.8
2024/1/17 20:00,Ⅱ,10.7,7.42,11.68,240.7,14.9,1.95,0.49,0.055,2.73
2024/1/17 20:00,Ⅱ,13.6,7.39,9.41,252.1,9.1,1.28,0.025,0.03,2.49
2024/1/17 20:00,Ⅰ,12.4,7.27,10.87,30.7,7.2,0.72,0.075,0.006,0.27
2024/1/17 20:00,Ⅰ,14.3,7.2,8.02,49,2.7,1.42,0.064,0.015,0.39
2024/1/17 20:00,Ⅰ,12.4,7.03,9.59,64.9,7.6,1.05,0.07,0.01,0.56
2024/1/17 20:00,Ⅰ,10.5,7.57,10.16,73.7,5.4,1.07,0.064,0.016,1.43
2024/1/17 20:00,Ⅱ,8.5,7.93,10.48,444.3,11.6,3.35,0.085,0.031,1.31
2024/1/17 20:00,Ⅱ,8.2,8.05,11.28,481.9,13.1,3.39,0.077,0.051,1.52
2024/1/17 20:00,Ⅱ,9.5,7.35,10.25,803.5,27.8,3.27,0.31,0.072,6.34
2024/1/17 20:00,Ⅲ,7.3,7.67,11.57,387.1,8.4,4.11,0.14,0.042,2.99
2024/1/17 20:00,Ⅱ,9.6,7.41,9.55,507.2,19,3.78,0.103,0.066,5.58
2024/1/17 20:00,Ⅲ,7.7,7.87,11.91,302.9,32.3,4.46,0.159,0.049,2.13
2024/1/17 20:00,Ⅱ,8,8.78,11.54,403.8,18.2,2.71,0.117,0.037,0.79
2024/1/17 20:00,Ⅲ,5.6,8.46,11.22,252.6,13.7,3.04,0.025,0.035,0.5
2024/1/17 20:00,Ⅱ,8.3,8.13,10.9,324.8,6.3,3.93,0.126,0.056,3.08
2024/1/17 20:00,Ⅱ,7.9,8.01,10.74,239.9,17.8,3.25,0.094,0.033,2.46
2024/1/17 20:00,Ⅲ,9.9,8.23,9.41,807.7,38.1,4.02,0.322,0.124,6.29
2024/1/17 20:00,Ⅱ,7.2,7.78,10.55,91.1,12.7,2.04,0.025,0.015,0.73
2024/1/17 20:00,Ⅲ,5.8,8.3,12.41,469.6,50.6,4.3,0.025,0.049,1.93
2024/1/17 20:00,Ⅲ,6.2,8.25,12.31,506.5,14,4.58,0.025,0.05,2.86
2024/1/17 20:00,Ⅳ,5.9,8.42,14.05,396.9,19.9,2.69,0.028,0.051,1.61
2024/1/17 20:00,Ⅳ,6.3,8.24,12.17,401.8,48,4.14,0.025,0.056,0.74
2024/1/17 20:00,Ⅲ,5.7,8.3,12.53,406,27,3.91,0.025,0.032,1.59
2024/1/17 20:00,Ⅴ,6,8.46,13.62,434.1,62.3,14.36,0.025,0.06,2.47
